0,264,16428,48,-102,97,-11,0,0,0,0,16,5
1,168,16400,148,-111,91,-15,0,4,0,0,16,5
2,312,16392,92,-97,114,-49,0,14,0,0,16,5
3,216,16440,-116,-100,101,-55,1,22,0,0,16,5
4,32,16428,-44,-83,89,-46,2,32,0,0,16,5
5,148,16336,120,-62,158,-57,1,41,0,0,16,5
6,660,16440,196,-24,557,-42,4,49,0,0,16,5
7,360,16492,44,-51,1078,-96,4,59,0,0,16,5
8,368,16424,-68,-22,1298,-78,9,69,0,0,16,5
9,352,16484,36,-16,1536,-60,8,76,0,0,16,5
10,820,16428,-136,-414,17850,-295,6,18,0,0,16,5
11,1092,16544,-504,-451,18967,-303,5,15,0,0,16,5
12,560,16448,-460,-368,17738,-221,4,14,0,0,16,5
13,452,16416,-520,-350,14455,-149,7,15,0,0,16,5
14,468,16480,-508,-317,11164,-225,8,14,0,0,16,5
15,128,16128,524,-286,9846,-56,8,13,0,0,16,5
16,912,16648,72,-279,9675,-154,6,12,347,1,16,5
17,592,16252,388,-283,11020,-126,0,12,357,3,16,5
18,792,16444,440,-268,12174,-194,0,9,410,0,16,5
19,592,16316,152,-290,13385,-174,0,13,0,0,16,5
20,472,16516,60,-235,13269,-233,0,12,0,0,16,5
21,-4,16316,-404,-265,10409,-115,0,15,0,0,16,5
22,412,16508,308,-237,8881,-220,0,22,0,0,16,5
23,-204,16300,-416,-248,7222,-115,0,27,0,0,16,5
24,428,16456,408,-200,7241,-171,0,26,0,0,16,5
25,-200,16484,144,-239,6424,-79,0,18,0,0,16,5
26,300,16520,-28,-208,4686,-189,0,15,0,0,16,5
27,-108,16496,-28,-175,2720,-114,0,15,0,0,16,5
28,-148,16444,220,-152,826,-105,0,17,0,1,16,5
29,408,16584,284,-145,-701,-104,0,19,0,0,16,5
30,284,16412,356,-115,-846,-111,0,18,0,0,16,5
31,360,16424,672,-162,-273,-69,0,19,0,0,16,5
32,396,16500,412,-153,387,-105,0,21,0,0,16,5
33,220,16344,332,-122,382,-125,0,21,0,1,16,5
34,64,16424,116,-132,-151,-77,0,25,0,0,16,5
35,172,16584,340,-80,-945,-108,0,24,0,0,16,5
36,-92,16368,-296,-77,-3022,-99,0,26,0,0,16,5
37,-592,16380,-400,-38,-7091,-24,0,28,0,0,16,5
38,-372,16540,-880,1,-13182,-57,0,32,0,0,16,5
39,56,16284,-652,49,-18192,-16,0,39,0,1,16,5
40,832,16552,-64,84,-20540,61,0,49,0,0,16,5
41,1220,16472,276,33,-20015,66,0,46,0,0,16,5
42,952,16428,236,88,-18192,63,0,32,0,0,16,5
43,816,16428,-16,116,-16819,-4,0,21,0,0,16,5
44,848,16540,-144,57,-16216,30,0,14,0,0,16,5
45,824,16412,32,41,-15924,21,0,14,0,0,16,5
46,420,16336,-176,91,-15531,137,0,14,0,0,16,5
47,940,16548,-4,84,-14649,27,0,16,0,0,16,5
48,732,16468,-216,67,-13595,11,0,19,0,0,16,5
49,468,16520,244,55,-12356,-83,0,21,0,0,16,5
50,424,16480,-416,-5,-12022,-157,0,22,0,0,16,5
51,540,16388,-376,71,-12010,-30,0,24,0,0,16,5
52,376,16468,-200,9,-12388,-81,0,26,0,0,16,5
53,352,16396,372,0,-11460,-83,0,27,0,0,16,5
54,580,16440,376,3,-9778,-79,0,24,0,0,16,5
55,544,16392,328,-94,-7837,-130,0,21,0,0,16,5
56,1080,15960,2344,-453,-1080,-247,0,16,0,0,16,5
57,-916,16072,-628,27,-1307,2,0,18,0,0,16,5
58,1384,17740,-1920,-540,-969,-186,0,6,0,0,16,5
59,700,16024,1512,-204,91,-116,0,0,0,0,16,5
60,-204,16740,-964,-86,-14,-124,0,0,0,0,16,5
61,588,16524,-380,-170,107,-160,0,0,0,0,16,5
62,-56,16124,344,-247,72,-217,0,0,0,0,16,5
63,0,16372,104,-84,12,-99,0,0,0,0,16,5
64,320,16628,-248,-154,48,-108,0,0,0,0,16,5
65,44,16444,12,-179,80,-117,0,0,0,0,16,5
66,280,16352,56,-107,35,-103,0,0,0,0,16,5
67,220,16528,-184,-131,32,-78,0,0,0,0,16,5
68,-60,16472,80,-157,49,-110,0,0,0,0,16,5
69,132,16440,-44,-121,12,-112,0,0,0,0,16,5
70,128,16484,-264,-132,25,-112,0,0,0,0,16,5
71,176,16360,-88,-139,35,-103,0,0,0,0,16,5
72,228,16496,-28,-114,27,-108,0,0,0,0,16,5
73,112,16508,-28,-136,40,-104,0,0,0,0,16,5
74,140,16428,8,-132,37,-98,0,0,0,0,16,5
75,192,16388,-68,-131,29,-100,0,0,0,0,16,5
76,252,16584,-80,-142,32,-112,0,0,0,0,16,5
39.42, 14.07, 100.00,16,5
0,788,16492,44,-124,151,-102,0,0,0,0,16,5
