-8.211217443267408711e-02,-3.505992782848050410e+04
-1.120486470313015667e-02,1.198605745315492277e+04
-5.675310738832851642e-01,1.085974833211976875e+04
-7.417944847276740639e-01,1.778670212600838568e+04
2.197908742886198197e-02,3.552232942709546478e+04
8.554401926726361294e-02,6.877657974152584757e+02
-2.037727368707470399e-01,-6.116193089059956947e+03
2.630079184968278083e-01,9.710703238312807173e+01
3.984953472451587264e-01,-1.074925330637375373e+04
-1.778424998634200727e-01,3.457180271681113481e+03
-1.953250586238769737e-01,3.172453219735918537e+04
1.037301802187649002e-01,-1.990149174153585409e+04
-3.208631039549690867e-01,-8.899062919431135015e+03
6.146285800332984550e-01,-5.128962375126679035e+03
2.527359342213533200e-01,1.511779002829600722e+04
-1.728086076578131125e-01,-1.182028562667331971e+04
4.189624451525355009e-01,1.483468579823625623e+04
7.894327845159914148e-01,-3.007486953097554579e+04
-6.333107636062960122e-01,3.237438905730771148e+04
-1.832032162568022482e-01,4.282141169079247447e+03
-1.434562418633759072e-02,1.881509678408607942e+04
-1.759213823866192239e-01,2.223966963420039974e+04
5.882663034652799716e-01,-1.054579645868558509e+04
5.100426512417828295e-01,-9.432005438611271529e+03
3.371147665647306613e-01,-3.348857739620055509e+04
4.847915767608715343e-02,1.404338081540339772e+04
-1.644663428603725455e-02,2.278405203454048024e+04
3.098331524790698954e-01,-9.863878607085494878e+03
-3.607023176380284024e-01,2.453174965594648893e+04
-1.177642398607836732e-01,1.936629960767206285e+04
1.206348267683433173e+00,-9.268701524607837200e+03
1.378986054623377588e-01,-5.814055737155722454e+03
-5.813980710265321816e-01,-1.510666942461910912e+04
-6.781922903313588602e-01,9.054118300858195653e+03
-1.742460286409041881e-01,3.627098451397794634e+03
-2.631094395068687142e-01,1.410107864469005472e+04
1.452959350769075231e-01,3.290534514314556418e+03
-1.778122383804500994e-01,3.323720089766243746e+03
2.242681663339848031e-01,-2.185108622311656654e+04
1.553779406113010852e-01,-3.865344770124750357e+04
-1.189559151530627190e+00,-5.291326397780329671e+02
-1.960763309210964978e-01,2.753529630229164468e+04
-6.343830115394771818e-01,1.681572658566178870e+04
1.817104055927856732e-01,-5.251519780034876021e+04
-4.707878210028775823e-01,5.854678141067540855e+04
-1.773793515043758651e-01,-4.616327748390236593e+03
1.185318415077557946e-01,-1.451837593190713233e+04
6.211082669064994510e-01,-4.478894324175165821e+04
2.938029998823612488e-01,-4.300930353705735797e+03
7.114470848042024897e-01,1.939568108660826329e+04
6.741782967657253822e-01,-1.151150954980945971e+04
1.016078449566955449e-01,4.901039831435664382e+03
-7.307049866259614224e-02,-1.908036292743973172e+04
-1.175219536127783265e-01,2.043991674908715868e+04
4.033328224306701459e-01,-3.311627082731668634e+04
2.639979088965245246e-01,-3.645028933114711253e+04
-4.698844875116577890e-01,4.419368040887069219e+04
-4.458504016900180500e-01,-2.167947251618651353e+04
1.904347136652525807e-01,6.191697382602160360e+03
-3.194743020890337681e-01,3.107779924547677365e+04
1.589903463001012818e-01,1.322026470608581440e+04
7.551120275716199925e-01,-5.051631388257014623e+04
-6.546585500890013121e-01,1.415843080598449706e+04
-1.611741740921076582e-01,-1.355310756754469367e+03
8.709727734214897654e-02,-8.701105805214556312e+02
5.160314340094317442e-01,-3.044368497868159466e+04
7.417251662820433245e-01,-2.020212048397055332e+04
3.718742054518569401e-02,2.932625417727266722e+03
3.012604740636493639e-01,-1.446889684128880435e+04
1.292296448618121651e+00,-5.417904663774859364e+04
7.561519980255554732e-03,-2.331898791499144863e+03
2.983300855224532144e-01,5.242287803538285516e+03
-8.891659617512486236e-01,-8.231635309469193089e+03
5.602599662286085191e-01,-1.170499896045412606e+04
-6.012773832100251070e-01,8.302994552437592574e+03
2.085348724437142628e-02,-3.559142629956904420e+04
-2.594889192261642941e-01,-1.354064468336858954e+04
-5.268486004769485920e-01,-1.830270449183643723e+04
6.476785761453176526e-01,-4.683636267136654169e+03
-1.539376945888145699e-02,2.934745331978601462e+04
-2.853509134809048553e-01,7.286141925103497670e+03
4.146664761909134578e-01,-8.640905334232829773e+03
2.524226422851246279e-02,-1.150633026853462434e+04
-4.200372582076644656e-01,6.151380866904909453e+03
-3.265733197224729989e-01,1.949993272485523630e+04
3.069519829484710916e-01,-3.222259693215634252e+04
-5.082466507146806700e-01,3.695893133042880072e+04
-4.855793766246757071e-01,5.973194170240544736e+03
