5.877681769279193395e+04,-6.706547388429338753e+04,8.289484045466584575e+03
3.263202151953721186e+05,-1.011309209690163145e+06,6.849899388417033479e+05
2.323126102549758507e+05,-9.706545423784296727e+05,7.383459092140241992e+05
9.045894591648133064e+04,-4.778823612265021075e+05,3.874250657644109451e+05
1.166237988698155677e+05,-8.194544960362580605e+05,7.028301966052892385e+05
2.194499854843127832e+05,-4.682115664730825229e+05,2.487641202914023306e+05
1.280882706462696369e+05,-5.561004472530751955e+05,4.280155827562113409e+05
-1.054776834902285555e+04,-1.262392092119276058e+05,1.367884620612508734e+05
-1.134634588903232216e+05,-7.016433776350321714e+05,8.151054114914169768e+05
-6.874449589230481070e+04,9.117073019687106716e+04,-2.242759989903915994e+04
2.581875129729344917e+05,-6.456976185453572543e+05,3.875149630092159496e+05
-4.275293688693952572e+04,-8.716909149126351986e+04,1.299233411239316047e+05
9.158691909746939200e+04,2.137978685775701306e+05,-3.053867155716892448e+05
1.489103474601051421e+05,-3.930833476424736436e+05,2.441760475654165493e+05
-1.690204774292232469e+05,8.228248369408251019e+05,-6.538067706529702991e+05
4.619864003761256754e+04,6.728964623811763886e+04,-1.134862610197148024e+05
1.728740682056313381e+04,-3.315432783870658022e+05,3.142545053719354910e+05
3.461245039836124488e+04,3.265887046720462386e+05,-3.612021582429069676e+05
5.598393186649719428e+04,-6.320929186464318773e+05,5.761096817159267375e+05
9.335226894031456322e+04,-6.177320215207504807e+05,5.243840704590651440e+05
3.054773728964679322e+03,2.717030106582363078e+04,-3.022865126252533810e+04
-1.899082461826924991e+05,9.392093135854731081e+05,-7.493034666554061696e+05
-3.802258313426526729e+05,1.554363703139041783e+06,-1.174138986557248281e+06
2.051846958460256283e+05,-6.979447294869181933e+05,4.927612827987956116e+05
1.346792878029205021e+05,5.245978007069606974e+04,-1.871349982041172334e+05
-2.308421990270339302e+05,1.101180533660508925e+06,-8.703425190627885750e+05
2.470819893859232543e+05,-3.085224874028850463e+05,6.144475982184227178e+04
-1.526092126092152030e+05,5.878998186590996920e+04,9.381661716307874303e+04
-1.803301698649904574e+05,1.188976585832530545e+05,6.143132740599728277e+04
-9.969276455526778591e+04,3.756942188260424300e+05,-2.760029037299120100e+05
1.373585046734896023e+05,1.147977209363103611e+04,-1.488340733602974215e+05
-5.215383384380808275e+04,3.863694022263140650e+05,-3.342177698974031373e+05
-2.074479838765232125e+05,5.912905785989704309e+05,-3.838485526435388019e+05
1.171836223554481112e+05,9.475356786644965177e+04,-2.119343076534052962e+05
-6.804910628729741438e+04,9.092352142826619092e+04,-2.287575674543578498e+04
-1.676655676115292008e+05,2.816846150526825222e+05,-1.140227977058422257e+05
-2.207074265720860567e+05,4.350942154669328593e+05,-2.143865252711173671e+05
-7.019494172434910433e+04,1.015073834817197057e+05,-3.131382074209095299e+04
-2.221463791997512453e+05,8.691308026837904472e+05,-6.469871516651463462e+05
-1.304692354033785086e+05,2.835486813259463524e+05,-1.530800475505856739e+05
-8.398535654072999023e+04,-5.962358998876659898e+05,6.802217846613039728e+05
1.597252463889251812e+05,1.314956486944975914e+05,-2.912189703053224366e+05
-5.830433704150393896e+04,-2.385378194634043612e+05,2.968392577105168020e+05
-1.306527390435042616e+05,1.888666213970246026e+05,-5.821661806707322103e+04
1.651976694870146457e+05,-8.762101753443481866e+05,7.110133137439513812e+05
4.605000252926849498e+04,-1.314643375276698789e+05,8.541515793061190925e+04
-4.972808095870682155e+04,3.395386178711722023e+05,-2.898142200961605995e+05
1.824727573027644248e+05,3.056282241103316483e+04,-2.130357148203141405e+05
7.939491392645638552e+04,-1.414640979220041481e+05,6.207145141008360952e+04
-1.335247003632579435e+03,2.286377005111933104e+05,-2.273011517551447905e+05
6.824557840155383747e+04,-3.871389033259500866e+04,-2.953116518467120477e+04
-3.710463533677677042e+05,9.262662622469380731e+05,-5.552240808052602224e+05
3.160298268732006545e+05,-1.227784493997385725e+06,9.117613326285640942e+05
3.308046074984661536e+05,-1.535845958979677875e+06,1.205045486665027915e+06
1.604060580150531023e+05,-7.084098385422400897e+05,5.480073401021846803e+05
-4.706485168219139450e+04,8.862016346824719221e+04,-4.155752068469682126e+04
1.961935279365142196e+04,-5.397640742823500186e+05,5.201457671966244816e+05
-3.228196285259549622e+05,1.106551271790737752e+06,-7.837374640118164243e+05
1.486860596390183200e+05,-9.627661407088339911e+04,-5.240609393146810908e+04
-4.076018538235330925e+04,2.753939358439228381e+05,-2.346324261527891795e+05
7.661759119921947422e+04,-5.227060742006477085e+05,4.460861760871441220e+05
-1.523097682980085083e+05,4.657432734043133678e+05,-3.134309819935725536e+05
-1.421242617102740769e+04,-5.227051542882374633e+04,6.648415327423451527e+04
-1.582352276457877597e+05,9.255498573996480554e+05,-7.673192195460007060e+05
8.567162203609156131e+04,-3.372959611472570105e+05,2.516219677720524778e+05
-2.874898030225530965e+04,1.795714203453310765e+05,-1.508247494694678171e+05
2.587218420450804115e+05,-6.109676136218268657e+05,3.522491015460959170e+05
-1.421990239221472293e+05,1.528325174202043563e+05,-1.063606809929809060e+04
-1.739373755921781703e+05,7.430704175593152177e+05,-5.691392225569240982e+05
-6.157859216573903541e+04,1.265687269224732590e+05,-6.499228138007689267e+04
-5.618428158464607550e+05,2.240358469390307553e+06,-1.678523591628266731e+06
2.633191449939460654e+04,-1.466688628609500884e+05,1.203390831073445297e+05
-2.377292348336023570e+05,7.058903156455548014e+05,-4.681633903541379841e+05
7.912356552138914412e+04,-8.582232877124133520e+05,7.791008889778262237e+05
1.247512502491890191e+05,5.640566713010676904e+05,-6.888066305253474275e+05
-1.070854078807686456e+05,-2.995475329419198097e+05,4.066289847648295690e+05
3.084426271159412863e+03,-6.915092849352612393e+04,6.606989437783395988e+04
-2.022370117879351892e+05,3.698599698610344203e+05,-1.676283616824074415e+05
-7.833681842754760874e+04,2.413810644065182714e+04,5.419542035525097890e+04
-1.110019162482969550e+05,3.108979335216881591e+05,-1.998927752992669411e+05
-9.593208035385444236e+04,2.971325617275464174e+04,6.622167823606569436e+04
1.237682292750818742e+05,-9.230376323803222040e+05,7.992741155501267640e+05
5.129205338851170382e+05,-2.768039160474748351e+06,2.255127125923465937e+06
-1.858567584151632618e+05,-3.856597660366327909e+04,2.244218842185754911e+05
6.993139304709262797e+04,1.602241767979434735e+04,-8.595242752921405190e+04
-1.241320188744825282e+05,-3.943492191424886696e+05,5.184746523888676311e+05
8.624717125653216499e+04,1.178653734736982035e+06,-1.264903099452662282e+06
4.188560699696686061e+04,8.933160433797938458e+04,-1.312146490545580164e+05
7.594122192691588134e+04,6.535160612267663237e+05,-7.294566779583868338e+05
